_id,Year_Month,Card_type,Travel_Mode,Trip
4209,Dec-2022,Sgl Trip Ferry Adult,Ferry,40557
4210,Dec-2022,Sgl Trip Ferry Child/Youth,Ferry,22256
4211,Dec-2022,Adult,Light Rail,1158784
4212,Dec-2022,CTP,Light Rail,1053040
4213,Dec-2022,Child/Youth,Light Rail,129748
4214,Dec-2022,Concession,Light Rail,102961
4215,Dec-2022,Day Pass Child/Youth w/o SAF,Light Rail,195
4216,Dec-2022,Day Pass without SAF,Light Rail,73
4217,Dec-2022,Employee,Light Rail,8923
4218,Dec-2022,Free Travel,Light Rail,2934
4219,Dec-2022,School Student,Light Rail,14245
4220,Dec-2022,Senior/Pensioner,Light Rail,354456
4221,Dec-2022,Sgl Trip LR Adult,Light Rail,5591
4222,Dec-2022,Sgl Trip LR Child/Youth,Light Rail,3115
4223,Dec-2022,Adult,Metro,674886
4224,Dec-2022,CTP,Metro,467954
4225,Dec-2022,Child/Youth,Metro,126355
4226,Dec-2022,Concession,Metro,90333
4227,Dec-2022,Day Pass without SAF,Metro,13
4228,Dec-2022,Employee,Metro,9087
4229,Dec-2022,Free Travel,Metro,1212
4230,Dec-2022,School Student,Metro,65619
4231,Dec-2022,Senior/Pensioner,Metro,127601
4232,Dec-2022,Sgl Trip Rail Adult,Metro,6339
4233,Dec-2022,Sgl Trip Rail Child/Youth,Metro,7821
4234,Dec-2022,Adult,Train,9440309
4235,Dec-2022,CTP,Train,6825016
4236,Dec-2022,Child/Youth,Train,801421
4237,Dec-2022,Concession,Train,729352
4238,Dec-2022,Day Pass Child/Youth w/o SAF,Train,90
4239,Dec-2022,Day Pass without SAF,Train,958
4240,Dec-2022,Employee,Train,205108
4241,Dec-2022,Free Travel,Train,20288
4242,Dec-2022,School Student,Train,401437
4243,Dec-2022,Senior/Pensioner,Train,2128260
4244,Dec-2022,Sgl Trip Rail Adult,Train,117625
4245,Dec-2022,Sgl Trip Rail Child/Youth,Train,63508
4246,Jan-2023,Adult,Bus,5837688
4247,Jan-2023,Adult Single Bus Trip 1,Bus,118
4248,Jan-2023,Adult Single Bus Trip 2,Bus,39
4249,Jan-2023,Adult Single Bus Trip 3,Bus,16
4250,Jan-2023,CTP,Bus,5225867
4251,Jan-2023,Child/Youth,Bus,937575
4252,Jan-2023,Child/Youth Single Bus Trip 1,Bus,4
4253,Jan-2023,Child/Youth Single Bus Trip 3,Bus,2
4254,Jan-2023,Concession,Bus,497056
4255,Jan-2023,Day Pass Child/Youth w/o SAF,Bus,27
4256,Jan-2023,Day Pass without SAF,Bus,843
4257,Jan-2023,Employee,Bus,53044
4258,Jan-2023,Free Travel,Bus,24933
4259,Jan-2023,On Demand,Bus,20233
4260,Jan-2023,School Student,Bus,68263
4261,Jan-2023,Senior/Pensioner,Bus,2864913
4262,Jan-2023,Adult,Ferry,458697
4263,Jan-2023,CTP,Ferry,602638
4264,Jan-2023,Child/Youth,Ferry,156183
4265,Jan-2023,Concession,Ferry,16483
4266,Jan-2023,Day Pass without SAF,Ferry,3
4267,Jan-2023,Employee,Ferry,5006
4268,Jan-2023,Free Travel,Ferry,2108
4269,Jan-2023,School Student,Ferry,592
4270,Jan-2023,Senior/Pensioner,Ferry,198602
4271,Jan-2023,Sgl Trip Ferry Adult,Ferry,42441
4272,Jan-2023,Sgl Trip Ferry Child/Youth,Ferry,27107
4273,Jan-2023,Adult,Light Rail,1110981
4274,Jan-2023,CTP,Light Rail,1031438
4275,Jan-2023,Child/Youth,Light Rail,170987
4276,Jan-2023,Concession,Light Rail,93351
4277,Jan-2023,Day Pass Child/Youth w/o SAF,Light Rail,2
4278,Jan-2023,Day Pass without SAF,Light Rail,40
4279,Jan-2023,Employee,Light Rail,8167
4280,Jan-2023,Free Travel,Light Rail,3026
4281,Jan-2023,School Student,Light Rail,2246
4282,Jan-2023,Senior/Pensioner,Light Rail,358571
4283,Jan-2023,Sgl Trip LR Adult,Light Rail,5136
4284,Jan-2023,Sgl Trip LR Child/Youth,Light Rail,3370
4285,Jan-2023,Adult,Metro,616617
4286,Jan-2023,CTP,Metro,415504
4287,Jan-2023,Child/Youth,Metro,150281
4288,Jan-2023,Concession,Metro,79385
4289,Jan-2023,Day Pass without SAF,Metro,10
4290,Jan-2023,Employee,Metro,7705
4291,Jan-2023,Free Travel,Metro,1034
4292,Jan-2023,School Student,Metro,7161
4293,Jan-2023,Senior/Pensioner,Metro,117304
4294,Jan-2023,Sgl Trip Rail Adult,Metro,5058
4295,Jan-2023,Sgl Trip Rail Child/Youth,Metro,7938
4296,Jan-2023,Adult,Train,9018713
4297,Jan-2023,CTP,Train,6630220
4298,Jan-2023,Child/Youth,Train,967399
4299,Jan-2023,Concession,Train,663041
4300,Jan-2023,Day Pass Child/Youth w/o SAF,Train,17
4301,Jan-2023,Day Pass without SAF,Train,892
4302,Jan-2023,Employee,Train,193986
4303,Jan-2023,Free Travel,Train,18695
4304,Jan-2023,School Student,Train,46014
4305,Jan-2023,Senior/Pensioner,Train,2013174
4306,Jan-2023,Sgl Trip Rail Adult,Train,103423
4307,Jan-2023,Sgl Trip Rail Child/Youth,Train,72852
4308,Feb-2023,Adult,Bus,6556480
4309,Feb-2023,Adult Single Bus Trip 1,Bus,123
4310,Feb-2023,Adult Single Bus Trip 2,Bus,45
4311,Feb-2023,Adult Single Bus Trip 3,Bus,18
4312,Feb-2023,CTP,Bus,5722372
4313,Feb-2023,Child/Youth,Bus,711553
4314,Feb-2023,Child/Youth Single Bus Trip 1,Bus,3
4315,Feb-2023,Concession,Bus,744808
4316,Feb-2023,Day Pass Child/Youth w/o SAF,Bus,17
4317,Feb-2023,Day Pass without SAF,Bus,797
4318,Feb-2023,Employee,Bus,56198
4319,Feb-2023,Free Travel,Bus,27684
4320,Feb-2023,On Demand,Bus,20943
4321,Feb-2023,School Student,Bus,1649956
4322,Feb-2023,Senior/Pensioner,Bus,3008755
4323,Feb-2023,Adult,Ferry,372101
4324,Feb-2023,CTP,Ferry,522601
4325,Feb-2023,Child/Youth,Ferry,44689
4326,Feb-2023,Concession,Ferry,16731
4327,Feb-2023,Day Pass without SAF,Ferry,11
4328,Feb-2023,Employee,Ferry,4377
4329,Feb-2023,Free Travel,Ferry,1734
4330,Feb-2023,School Student,Ferry,9663
4331,Feb-2023,Senior/Pensioner,Ferry,177824
4332,Feb-2023,Sgl Trip Ferry Adult,Ferry,29743
4333,Feb-2023,Sgl Trip Ferry Child/Youth,Ferry,6722
4334,Feb-2023,Adult,Light Rail,1156528
4335,Feb-2023,CTP,Light Rail,1117377
4336,Feb-2023,Child/Youth,Light Rail,86549
4337,Feb-2023,Concession,Light Rail,227531
4338,Feb-2023,Day Pass without SAF,Light Rail,49
4339,Feb-2023,Employee,Light Rail,7841
4340,Feb-2023,Free Travel,Light Rail,2880
4341,Feb-2023,School Student,Light Rail,39837
4342,Feb-2023,Senior/Pensioner,Light Rail,355797
4343,Feb-2023,Sgl Trip LR Adult,Light Rail,3896
4344,Feb-2023,Sgl Trip LR Child/Youth,Light Rail,919
4345,Feb-2023,Adult,Metro,719458
4346,Feb-2023,CTP,Metro,480110
4347,Feb-2023,Child/Youth,Metro,92516
4348,Feb-2023,Concession,Metro,126243
4349,Feb-2023,Day Pass without SAF,Metro,15
4350,Feb-2023,Employee,Metro,8932
4351,Feb-2023,Free Travel,Metro,1186
4352,Feb-2023,School Student,Metro,148817
4353,Feb-2023,Senior/Pensioner,Metro,119054
4354,Feb-2023,Sgl Trip Rail Adult,Metro,4560
4355,Feb-2023,Sgl Trip Rail Child/Youth,Metro,4013
4356,Feb-2023,Adult,Train,9966221
4357,Feb-2023,CTP,Train,7363351
4358,Feb-2023,Child/Youth,Train,588340
4359,Feb-2023,Concession,Train,1028752
4360,Feb-2023,Day Pass Child/Youth w/o SAF,Train,43
4361,Feb-2023,Day Pass without SAF,Train,744
4362,Feb-2023,Employee,Train,203824
4363,Feb-2023,Free Travel,Train,21275
4364,Feb-2023,School Student,Train,1020671
4365,Feb-2023,Senior/Pensioner,Train,2096692
4366,Feb-2023,Sgl Trip Rail Adult,Train,99920
4367,Feb-2023,Sgl Trip Rail Child/Youth,Train,34769
4368,Mar-2023,Adult,Bus,7519038
4369,Mar-2023,Adult Single Bus Trip 1,Bus,166
4370,Mar-2023,Adult Single Bus Trip 2,Bus,43
4371,Mar-2023,Adult Single Bus Trip 3,Bus,35
4372,Mar-2023,CTP,Bus,6535087
4373,Mar-2023,Child/Youth,Bus,700890
4374,Mar-2023,Child/Youth Single Bus Trip 1,Bus,2
4375,Mar-2023,Child/Youth Single Bus Trip 2,Bus,1
4376,Mar-2023,Child/Youth Single Bus Trip 3,Bus,4
4377,Mar-2023,Concession,Bus,1124148
4378,Mar-2023,Day Pass Child/Youth w/o SAF,Bus,5
4379,Mar-2023,Day Pass without SAF,Bus,828
4380,Mar-2023,Employee,Bus,63019
4381,Mar-2023,Free Travel,Bus,31190
4382,Mar-2023,On Demand,Bus,23727
4383,Mar-2023,School Student,Bus,1838842
4384,Mar-2023,Senior/Pensioner,Bus,3379990
4385,Mar-2023,Adult,Ferry,392791
4386,Mar-2023,CTP,Ferry,560673
4387,Mar-2023,Child/Youth,Ferry,47928
4388,Mar-2023,Concession,Ferry,20678
4389,Mar-2023,Day Pass without SAF,Ferry,14
4390,Mar-2023,Employee,Ferry,4107
4391,Mar-2023,Free Travel,Ferry,1835
4392,Mar-2023,School Student,Ferry,11554
4393,Mar-2023,Senior/Pensioner,Ferry,179375
4394,Mar-2023,Sgl Trip Ferry Adult,Ferry,30795
4395,Mar-2023,Sgl Trip Ferry Child/Youth,Ferry,9368
4396,Mar-2023,Adult,Light Rail,1263515
4397,Mar-2023,CTP,Light Rail,1240900
4398,Mar-2023,Child/Youth,Light Rail,79402
4399,Mar-2023,Concession,Light Rail,328904
4400,Mar-2023,Day Pass without SAF,Light Rail,32
4401,Mar-2023,Employee,Light Rail,8668
4402,Mar-2023,Free Travel,Light Rail,3118
4403,Mar-2023,School Student,Light Rail,46106
4404,Mar-2023,Senior/Pensioner,Light Rail,372739
4405,Mar-2023,Sgl Trip LR Adult,Light Rail,3803
4406,Mar-2023,Sgl Trip LR Child/Youth,Light Rail,1069
4407,Mar-2023,Adult,Metro,859491
4408,Mar-2023,CTP,Metro,593827
4409,Mar-2023,Child/Youth,Metro,94967
4410,Mar-2023,Concession,Metro,236763
4411,Mar-2023,Day Pass without SAF,Metro,16
4412,Mar-2023,Employee,Metro,10210
4413,Mar-2023,Free Travel,Metro,1577
4414,Mar-2023,School Student,Metro,173163
4415,Mar-2023,Senior/Pensioner,Metro,135604
4416,Mar-2023,Sgl Trip Rail Adult,Metro,4970
4417,Mar-2023,Sgl Trip Rail Child/Youth,Metro,4484
4418,Mar-2023,Adult,Train,11361473
4419,Mar-2023,CTP,Train,8328869
4420,Mar-2023,Child/Youth,Train,581902
4421,Mar-2023,Concession,Train,1610377
4422,Mar-2023,Day Pass Child/Youth w/o SAF,Train,35
4423,Mar-2023,Day Pass without SAF,Train,753
4424,Mar-2023,Employee,Train,226388
4425,Mar-2023,Free Travel,Train,23917
4426,Mar-2023,School Student,Train,1167751
4427,Mar-2023,Senior/Pensioner,Train,2317254
4428,Mar-2023,Sgl Trip Rail Adult,Train,110408
4429,Mar-2023,Sgl Trip Rail Child/Youth,Train,40080
4430,Apr-2023,Adult,Bus,6160543
4431,Apr-2023,Adult Single Bus Trip 1,Bus,136
4432,Apr-2023,Adult Single Bus Trip 2,Bus,38
4433,Apr-2023,Adult Single Bus Trip 3,Bus,19
4434,Apr-2023,CTP,Bus,5449786
4435,Apr-2023,Child/Youth,Bus,793429
4436,Apr-2023,Child/Youth Single Bus Trip 1,Bus,4
4437,Apr-2023,Concession,Bus,737056
4438,Apr-2023,Day Pass Child/Youth w/o SAF,Bus,10
4439,Apr-2023,Day Pass without SAF,Bus,640
4440,Apr-2023,Employee,Bus,52762
4441,Apr-2023,Free Travel,Bus,25999
4442,Apr-2023,On Demand,Bus,19879
4443,Apr-2023,School Student,Bus,535317
4444,Apr-2023,Senior/Pensioner,Bus,2870360
4445,Apr-2023,Adult,Ferry,376680
4446,Apr-2023,CTP,Ferry,505026
4447,Apr-2023,Child/Youth,Ferry,105759
4448,Apr-2023,Concession,Ferry,15783
4449,Apr-2023,Day Pass without SAF,Ferry,10
4450,Apr-2023,Employee,Ferry,3908
4451,Apr-2023,Free Travel,Ferry,1571
4452,Apr-2023,School Student,Ferry,3444
4453,Apr-2023,Senior/Pensioner,Ferry,165124
4454,Apr-2023,Sgl Trip Ferry Adult,Ferry,35373
4455,Apr-2023,Sgl Trip Ferry Child/Youth,Ferry,21510
4456,Apr-2023,Adult,Light Rail,1035060
4457,Apr-2023,CTP,Light Rail,1001129
4458,Apr-2023,Child/Youth,Light Rail,119764
4459,Apr-2023,Concession,Light Rail,218283
4460,Apr-2023,Day Pass Child/Youth w/o SAF,Light Rail,1
4461,Apr-2023,Day Pass without SAF,Light Rail,48
4462,Apr-2023,Employee,Light Rail,7343
4463,Apr-2023,Free Travel,Light Rail,2502
4464,Apr-2023,School Student,Light Rail,13673
4465,Apr-2023,Senior/Pensioner,Light Rail,312835
4466,Apr-2023,Sgl Trip LR Adult,Light Rail,3796
4467,Apr-2023,Sgl Trip LR Child/Youth,Light Rail,2192
4468,Apr-2023,Adult,Metro,692354
4469,Apr-2023,CTP,Metro,488164
4470,Apr-2023,Child/Youth,Metro,132364
4471,Apr-2023,Concession,Metro,133672
4472,Apr-2023,Day Pass without SAF,Metro,12
4473,Apr-2023,Employee,Metro,7441
4474,Apr-2023,Free Travel,Metro,1154
4475,Apr-2023,School Student,Metro,52326
4476,Apr-2023,Senior/Pensioner,Metro,120699
4477,Apr-2023,Sgl Trip Rail Adult,Metro,4655
4478,Apr-2023,Sgl Trip Rail Child/Youth,Metro,6337
4479,Apr-2023,Adult,Train,9567193
4480,Apr-2023,CTP,Train,7118961
4481,Apr-2023,Child/Youth,Train,835400
4482,Apr-2023,Concession,Train,1054815
4483,Apr-2023,Day Pass Child/Youth w/o SAF,Train,17
4484,Apr-2023,Day Pass without SAF,Train,724
4485,Apr-2023,Employee,Train,189165
4486,Apr-2023,Free Travel,Train,20247
4487,Apr-2023,School Student,Train,352915
4488,Apr-2023,Senior/Pensioner,Train,2045717
4489,Apr-2023,Sgl Trip Rail Adult,Train,93819
4490,Apr-2023,Sgl Trip Rail Child/Youth,Train,60464
4491,May-2023,Adult,Bus,7183054
4492,May-2023,Adult Single Bus Trip 1,Bus,122
4493,May-2023,Adult Single Bus Trip 2,Bus,60
4494,May-2023,Adult Single Bus Trip 3,Bus,50
4495,May-2023,CTP,Bus,6225131
4496,May-2023,Child/Youth,Bus,620035
4497,May-2023,Child/Youth Single Bus Trip 1,Bus,4
4498,May-2023,Child/Youth Single Bus Trip 2,Bus,6
4499,May-2023,Concession,Bus,913933
4500,May-2023,Day Pass Child/Youth w/o SAF,Bus,42
4501,May-2023,Day Pass without SAF,Bus,812
4502,May-2023,Employee,Bus,60831
4503,May-2023,Free Travel,Bus,30606
4504,May-2023,On Demand,Bus,23498
4505,May-2023,School Student,Bus,1732938
4506,May-2023,Senior/Pensioner,Bus,3303661
4507,May-2023,Adult,Ferry,342935
4508,May-2023,CTP,Ferry,476029
4509,May-2023,Child/Youth,Ferry,44247
4510,May-2023,Concession,Ferry,17959
4511,May-2023,Day Pass Child/Youth w/o SAF,Ferry,192
4512,May-2023,Day Pass without SAF,Ferry,62
4513,May-2023,Employee,Ferry,4379
4514,May-2023,Free Travel,Ferry,1826
4515,May-2023,School Student,Ferry,10800
4516,May-2023,Senior/Pensioner,Ferry,179950
4517,May-2023,Sgl Trip Ferry Adult,Ferry,22430
4518,May-2023,Sgl Trip Ferry Child/Youth,Ferry,7432
4519,May-2023,Adult,Light Rail,1210127
4520,May-2023,CTP,Light Rail,1168270
4521,May-2023,Child/Youth,Light Rail,67316
4522,May-2023,Concession,Light Rail,195075
4523,May-2023,Day Pass Child/Youth w/o SAF,Light Rail,41
4524,May-2023,Day Pass without SAF,Light Rail,44
4525,May-2023,Employee,Light Rail,8635
4526,May-2023,Free Travel,Light Rail,3017
4527,May-2023,School Student,Light Rail,45586
4528,May-2023,Senior/Pensioner,Light Rail,376123
4529,May-2023,Sgl Trip LR Adult,Light Rail,3756
4530,May-2023,Sgl Trip LR Child/Youth,Light Rail,1159
4531,May-2023,Adult,Metro,850043
4532,May-2023,CTP,Metro,591619
4533,May-2023,Child/Youth,Metro,77264
4534,May-2023,Concession,Metro,186032
4535,May-2023,Day Pass Child/Youth w/o SAF,Metro,14
4536,May-2023,Day Pass without SAF,Metro,7
4537,May-2023,Employee,Metro,10185
4538,May-2023,Free Travel,Metro,1470
4539,May-2023,School Student,Metro,172299
4540,May-2023,Senior/Pensioner,Metro,135577
4541,May-2023,Sgl Trip Rail Adult,Metro,4280
4542,May-2023,Sgl Trip Rail Child/Youth,Metro,4203
4543,May-2023,Adult,Train,11513916
4544,May-2023,CTP,Train,8499972
4545,May-2023,Child/Youth,Train,541395
4546,May-2023,Concession,Train,1282805
4547,May-2023,Day Pass Child/Youth w/o SAF,Train,40
4548,May-2023,Day Pass without SAF,Train,848
4549,May-2023,Employee,Train,229190
4550,May-2023,Free Travel,Train,23881
4551,May-2023,School Student,Train,1169300
4552,May-2023,Senior/Pensioner,Train,2363546
4553,May-2023,Sgl Trip Rail Adult,Train,95421
4554,May-2023,Sgl Trip Rail Child/Youth,Train,38794
4555,Jun-2023,Adult,Bus,6737620
4556,Jun-2023,Adult Single Bus Trip 1,Bus,122
4557,Jun-2023,Adult Single Bus Trip 2,Bus,36
4558,Jun-2023,Adult Single Bus Trip 3,Bus,20
4559,Jun-2023,CTP,Bus,5807866
4560,Jun-2023,Child/Youth,Bus,631376
4561,Jun-2023,Child/Youth Single Bus Trip 1,Bus,2
4562,Jun-2023,Child/Youth Single Bus Trip 2,Bus,2
4563,Jun-2023,Child/Youth Single Bus Trip 3,Bus,2
4564,Jun-2023,Concession,Bus,738771
4565,Jun-2023,Day Pass Child/Youth w/o SAF,Bus,32
4566,Jun-2023,Day Pass without SAF,Bus,795
4567,Jun-2023,Employee,Bus,59092
4568,Jun-2023,Free Travel,Bus,28632
4569,Jun-2023,On Demand,Bus,21708
4570,Jun-2023,School Student,Bus,1438756
4571,Jun-2023,Senior/Pensioner,Bus,3121090
4572,Jun-2023,Adult,Ferry,368793
4573,Jun-2023,CTP,Ferry,525745
4574,Jun-2023,Child/Youth,Ferry,81197
4575,Jun-2023,Concession,Ferry,17989
4576,Jun-2023,Day Pass Child/Youth w/o SAF,Ferry,180
4577,Jun-2023,Day Pass without SAF,Ferry,25
4578,Jun-2023,Employee,Ferry,4629
4579,Jun-2023,Free Travel,Ferry,1959
4580,Jun-2023,School Student,Ferry,9444
4581,Jun-2023,Senior/Pensioner,Ferry,187557
4582,Jun-2023,Sgl Trip Ferry Adult,Ferry,25841
4583,Jun-2023,Sgl Trip Ferry Child/Youth,Ferry,15060
4584,Jun-2023,Adult,Light Rail,1215247
4585,Jun-2023,CTP,Light Rail,1192649
4586,Jun-2023,Child/Youth,Light Rail,98239
4587,Jun-2023,Concession,Light Rail,290288
4588,Jun-2023,Day Pass without SAF,Light Rail,54
4589,Jun-2023,Employee,Light Rail,9010
4590,Jun-2023,Free Travel,Light Rail,3044
4591,Jun-2023,School Student,Light Rail,36701
4592,Jun-2023,Senior/Pensioner,Light Rail,378319
4593,Jun-2023,Sgl Trip LR Adult,Light Rail,3976
4594,Jun-2023,Sgl Trip LR Child/Youth,Light Rail,2101
4595,Jun-2023,Adult,Metro,804348
4596,Jun-2023,CTP,Metro,561048
4597,Jun-2023,Child/Youth,Metro,97142
4598,Jun-2023,Concession,Metro,127955
4599,Jun-2023,Day Pass without SAF,Metro,12
4600,Jun-2023,Employee,Metro,10409
4601,Jun-2023,Free Travel,Metro,1396
4602,Jun-2023,School Student,Metro,151260
4603,Jun-2023,Senior/Pensioner,Metro,137428
4604,Jun-2023,Sgl Trip Rail Adult,Metro,5053
4605,Jun-2023,Sgl Trip Rail Child/Youth,Metro,5699
4606,Jun-2023,Adult,Train,11125518
4607,Jun-2023,CTP,Train,8362292
4608,Jun-2023,Child/Youth,Train,699889
4609,Jun-2023,Concession,Train,1035260
4610,Jun-2023,Day Pass Child/Youth w/o SAF,Train,53
4611,Jun-2023,Day Pass without SAF,Train,762
4612,Jun-2023,Employee,Train,232823
4613,Jun-2023,Free Travel,Train,22808
4614,Jun-2023,School Student,Train,989713
4615,Jun-2023,Senior/Pensioner,Train,2313958
4616,Jun-2023,Sgl Trip Rail Adult,Train,98915
4617,Jun-2023,Sgl Trip Rail Child/Youth,Train,55583
4618,Jul-2023,Adult,Bus,6954647
4619,Jul-2023,Adult Single Bus Trip 1,Bus,167
4620,Jul-2023,Adult Single Bus Trip 2,Bus,58
4621,Jul-2023,Adult Single Bus Trip 3,Bus,31
4622,Jul-2023,CTP,Bus,5933683
4623,Jul-2023,Child/Youth,Bus,862457
4624,Jul-2023,Child/Youth Single Bus Trip 1,Bus,2
4625,Jul-2023,Child/Youth Single Bus Trip 2,Bus,2
4626,Jul-2023,Concession,Bus,704268
4627,Jul-2023,Day Pass Child/Youth w/o SAF,Bus,75
4628,Jul-2023,Day Pass without SAF,Bus,897
4629,Jul-2023,Employee,Bus,55711
4630,Jul-2023,Free Travel,Bus,28817
4631,Jul-2023,On Demand,Bus,22410
4632,Jul-2023,School Student,Bus,732360
4633,Jul-2023,Senior/Pensioner,Bus,3144619
4634,Jul-2023,Adult,Ferry,377456
4635,Jul-2023,CTP,Ferry,507179
4636,Jul-2023,Child/Youth,Ferry,115924
4637,Jul-2023,Concession,Ferry,16318
4638,Jul-2023,Day Pass without SAF,Ferry,14
4639,Jul-2023,Employee,Ferry,4069
4640,Jul-2023,Free Travel,Ferry,1813
4641,Jul-2023,School Student,Ferry,4909
4642,Jul-2023,Senior/Pensioner,Ferry,177909
4643,Jul-2023,Sgl Trip Ferry Adult,Ferry,33586
4644,Jul-2023,Sgl Trip Ferry Child/Youth,Ferry,23753
4645,Jul-2023,Adult,Light Rail,1149868
4646,Jul-2023,CTP,Light Rail,1104264
4647,Jul-2023,Child/Youth,Light Rail,134564
4648,Jul-2023,Concession,Light Rail,235995
4649,Jul-2023,Day Pass Child/Youth w/o SAF,Light Rail,3
4650,Jul-2023,Day Pass without SAF,Light Rail,54
4651,Jul-2023,Employee,Light Rail,7572
4652,Jul-2023,Free Travel,Light Rail,2689
4653,Jul-2023,School Student,Light Rail,18370
4654,Jul-2023,Senior/Pensioner,Light Rail,343471
4655,Jul-2023,Sgl Trip LR Adult,Light Rail,4842
4656,Jul-2023,Sgl Trip LR Child/Youth,Light Rail,3125
4657,Jul-2023,Adult,Metro,825582
4658,Jul-2023,CTP,Metro,569571
4659,Jul-2023,Child/Youth,Metro,149843
4660,Jul-2023,Concession,Metro,124525
4661,Jul-2023,Day Pass without SAF,Metro,5
4662,Jul-2023,Employee,Metro,9371
4663,Jul-2023,Free Travel,Metro,1427
4664,Jul-2023,School Student,Metro,78880
4665,Jul-2023,Senior/Pensioner,Metro,143432
4666,Jul-2023,Sgl Trip Rail Adult,Metro,5401
4667,Jul-2023,Sgl Trip Rail Child/Youth,Metro,7864
4668,Jul-2023,Adult,Train,11122119
4669,Jul-2023,CTP,Train,8136606
4670,Jul-2023,Child/Youth,Train,907208
4671,Jul-2023,Concession,Train,977222
4672,Jul-2023,Day Pass Child/Youth w/o SAF,Train,257
4673,Jul-2023,Day Pass without SAF,Train,846
4674,Jul-2023,Employee,Train,218727
4675,Jul-2023,Free Travel,Train,22258
4676,Jul-2023,School Student,Train,515761
4677,Jul-2023,Senior/Pensioner,Train,2273206
4678,Jul-2023,Sgl Trip Rail Adult,Train,101309
4679,Jul-2023,Sgl Trip Rail Child/Youth,Train,68642
4680,Aug-2023,Adult,Bus,7488394
4681,Aug-2023,Adult Single Bus Trip 1,Bus,119
4682,Aug-2023,Adult Single Bus Trip 2,Bus,40
4683,Aug-2023,Adult Single Bus Trip 3,Bus,12
4684,Aug-2023,CTP,Bus,6452578
4685,Aug-2023,Child/Youth,Bus,654775
4686,Aug-2023,Child/Youth Single Bus Trip 1,Bus,9
4687,Aug-2023,Child/Youth Single Bus Trip 2,Bus,1
4688,Aug-2023,Concession,Bus,1009829
4689,Aug-2023,Day Pass Child/Youth w/o SAF,Bus,24
4690,Aug-2023,Day Pass without SAF,Bus,1072
4691,Aug-2023,Employee,Bus,61504
4692,Aug-2023,Free Travel,Bus,30404
4693,Aug-2023,On Demand,Bus,23305
4694,Aug-2023,School Student,Bus,1659586
4695,Aug-2023,Senior/Pensioner,Bus,3327349
4696,Aug-2023,Adult,Ferry,350097
4697,Aug-2023,CTP,Ferry,492569
4698,Aug-2023,Child/Youth,Ferry,58485
4699,Aug-2023,Concession,Ferry,17980
4700,Aug-2023,Day Pass without SAF,Ferry,6
4701,Aug-2023,Employee,Ferry,4023
4702,Aug-2023,Free Travel,Ferry,1505
4703,Aug-2023,School Student,Ferry,10774
4704,Aug-2023,Senior/Pensioner,Ferry,171227
4705,Aug-2023,Sgl Trip Ferry Adult,Ferry,28060
4706,Aug-2023,Sgl Trip Ferry Child/Youth,Ferry,12682
4707,Aug-2023,Adult,Light Rail,1275747
4708,Aug-2023,CTP,Light Rail,1253138
4709,Aug-2023,Child/Youth,Light Rail,90965
4710,Aug-2023,Concession,Light Rail,218189
4711,Aug-2023,Day Pass Child/Youth w/o SAF,Light Rail,8
4712,Aug-2023,Day Pass without SAF,Light Rail,45
4713,Aug-2023,Employee,Light Rail,9078
4714,Aug-2023,Free Travel,Light Rail,3044
4715,Aug-2023,School Student,Light Rail,40469
4716,Aug-2023,Senior/Pensioner,Light Rail,381478
4717,Aug-2023,Sgl Trip LR Adult,Light Rail,4586
4718,Aug-2023,Sgl Trip LR Child/Youth,Light Rail,2033
4719,Aug-2023,Adult,Metro,909233
4720,Aug-2023,CTP,Metro,635045
4721,Aug-2023,Child/Youth,Metro,83827
4722,Aug-2023,Concession,Metro,215132
4723,Aug-2023,Day Pass without SAF,Metro,11
4724,Aug-2023,Employee,Metro,10206
4725,Aug-2023,Free Travel,Metro,1528
4726,Aug-2023,School Student,Metro,177958
4727,Aug-2023,Senior/Pensioner,Metro,146962
4728,Aug-2023,Sgl Trip Rail Adult,Metro,4397
4729,Aug-2023,Sgl Trip Rail Child/Youth,Metro,4478
4730,Aug-2023,Adult,Train,12120198
4731,Aug-2023,CTP,Train,9038757
4732,Aug-2023,Child/Youth,Train,601211
4733,Aug-2023,Concession,Train,1466217
4734,Aug-2023,Day Pass Child/Youth w/o SAF,Train,53
4735,Aug-2023,Day Pass without SAF,Train,954
4736,Aug-2023,Employee,Train,244741
4737,Aug-2023,Free Travel,Train,24221
4738,Aug-2023,School Student,Train,1166240
4739,Aug-2023,Senior/Pensioner,Train,2435494
4740,Aug-2023,Sgl Trip Rail Adult,Train,98722
4741,Aug-2023,Sgl Trip Rail Child/Youth,Train,45109
4742,Sep-2023,Adult,Bus,7210065
4743,Sep-2023,Adult Single Bus Trip 1,Bus,205
4744,Sep-2023,Adult Single Bus Trip 2,Bus,36
4745,Sep-2023,Adult Single Bus Trip 3,Bus,21
4746,Sep-2023,CTP,Bus,6414509
